Neh 1:1
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
οὐκ D--------- οὐ
ἤκουσαν VAI-AAI3P- ἀκούω
τῶν RA--GPF--- ὁ
ἐντολῶν N1--GPF--- ἐντολή
σου RP--GS---- σύ

Neh 9:17
καὶ C--------- καί
ἀνένευσαν VAI-AAI3P- νεύω ἀνα
τοῦ RA--GSN--- ὁ
εἰσακοῦσαι VA--AAN--- ἀκούω εἰς
καὶ C--------- καί
οὐκ D--------- οὐ
ἐμνήσθησαν VSI-API3P- μιμνήσκω
τῶν RA--GPM--- ὁ
θαυμασίων A1A-GPM--- θαυμάσιος
σου RP--GS---- σύ
ὧν RR--GPM--- ὅς
ἐποίησας VAI-AAI2S- ποιέω
μετ' P--------- μετά
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἐσκλήρυναν VAI-AAI3P- σκληρύνω
τὸν RA--ASM--- ὁ
τράχηλον N2--ASM--- τράχηλος
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἔδωκαν VAI-AAI3P- δίδωμι
ἀρχὴν N1--ASF--- ἀρχή
ἐπιστρέψαι VA--AAN--- στρέφω ἐπι
εἰς P--------- εἰς
δουλείαν N1A-ASF--- δουλεία
αὐτῶν RD--GPM--- αὐτός
ἐν P--------- ἐν
Αἰγύπτῳ N2--DSF--- Αἴγυπτος
καὶ C--------- καί
σὺ RP--NS---- σύ
θεὸς N2--NSM--- θεός
ἐλεήμων A3N-NSM--- ἐλεήμων
καὶ C--------- καί
οἰκτίρμων A3N-NSM--- οἰκτίρμων
μακρόθυμος A1B-NSM--- μακρόθυμος
καὶ C--------- καί
πολυέλεος A1B-NSM--- πολυέλεος
καὶ C--------- καί
οὐκ D--------- οὐ
ἐγκατέλιπες VBI-AAI2S- λείπω ἐν κατα
αὐτούς RD--APM--- αὐτός

Neh 9:18
ἔτι D--------- ἔτι
δὲ X--------- δέ
καὶ C--------- καί
ἐποίησαν VAI-AAI3P- ποιέω
ἑαυτοῖς RD--DPM--- ἑαυτοῦ
μόσχον N2--ASM--- μόσχος
χωνευτὸν A1--ASM--- χωνευτός
καὶ C--------- καί
εἶπαν VAI-AAI3P- εἶπον
οὗτοι RD--NPM--- οὗτος
οἱ RA--NPM--- ὁ
θεοὶ N2--NPM--- θεός
οἱ RA--NPM--- ὁ
ἐξαγαγόντες VB--AAPNPM ἄγω ἐκ
ἡμᾶς RP--AP---- ἐγώ
ἐξ P--------- ἐκ
Αἰγύπτου N2--GSF--- Αἴγυπτος
καὶ C--------- καί
ἐποίησαν VAI-AAI3P- ποιέω
παροργισμοὺς N2--APM--- παροργισμός
μεγάλους A1--APM--- μέγας

Neh 9:19
καὶ C--------- καί
σὺ RP--NS---- σύ
ἐν P--------- ἐν
οἰκτιρμοῖς N2--DPM--- οἰκτιρμός
σου RP--GS---- σύ
τοῖς RA--DPM--- ὁ
πολλοῖς A1--DPM--- πολύς
οὐκ D--------- οὐ
ἐγκατέλιπες VBI-AAI2S- λείπω ἐν κατα
αὐτοὺς RD--APM--- αὐτός
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἐρήμῳ N2--DSF--- ἔρημος
τὸν RA--ASM--- ὁ
στῦλον N2--ASM--- στῦλος
τῆς RA--GSF--- ὁ
νεφέλης N1--GSF--- νεφέλη
οὐκ D--------- οὐ
ἐξέκλινας VAI-AAI2S- κλίνω ἐκ
ἀπ' P--------- ἀπό
αὐτῶν RD--GPM--- αὐτός
ἡμέρας N1A-GSF--- ἡμέρα
ὁδηγῆσαι VA--AAN--- ὁδηγέω
αὐτοὺς RD--APM--- αὐτός
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ὁδῷ N2--DSF--- ὁδός
καὶ C--------- καί
τὸν RA--ASM--- ὁ
στῦλον N2--ASM--- στῦλος
τοῦ RA--GSM--- ὁ
πυρὸς N2--NSM--- πυρός
τὴν RA--ASF--- ὁ
νύκτα N3--ASF--- νύξ
φωτίζειν V1--PAN--- φωτίζω
αὐτοῖς RD--DPM--- αὐτός
τὴν RA--ASF--- ὁ
ὁδόν N2--ASF--- ὁδός
ἐν P--------- ἐν
ᾗ RR--DSF--- ὅς
πορεύσονται VF--FMI3P- πορεύομαι
ἐν P--------- ἐν
αὐτῇ RD--DSF--- αὐτός

Neh 9:20
καὶ C--------- καί
τὸ RA--ASN--- ὁ
πνεῦμά N3M-ASN--- πνεῦμα
σου RP--GS---- σύ
τὸ RA--ASN--- ὁ
ἀγαθὸν A1--ASN--- ἀγαθός
ἔδωκας VAI-AAI2S- δίδωμι
συνετίσαι VA--AAN--- ἐτίζω συν
αὐτοὺς RD--APM--- αὐτός
καὶ C--------- καί
τὸ RA--ASN--- ὁ
μαννα N---ASN--- μαννα
σοῦ RP--GS---- σύ
οὐκ D--------- οὐ
ἀφυστέρησας VA--AAPNSM ὑστερέω ἀπο
ἀπὸ P--------- ἀπό
στόματος N3M-GSN--- στόμα
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ὕδωρ N3--NSN--- ὕδωρ
ἔδωκας VAI-AAI2S- δίδωμι
αὐτοῖς RD--DPM--- αὐτός
τῷ RA--DSN--- ὁ
δίψει N3E-DSN--- δίψος
αὐτῶν RD--GPM--- αὐτός

Neh 9:21
καὶ C--------- καί
τεσσαράκοντα M--------- τεσσαράκοντα
ἔτη N3E-APN--- ἔτος
διέθρεψας VAI-AAI2S- τρέφω δια
αὐτοὺς RD--APM--- αὐτός
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
ἐρήμῳ N2--DSF--- ἔρημος
οὐχ D--------- οὐ
ὑστέρησαν VA--AAI3P- ὑστερέω
ἱμάτια N2N-NPN--- ἱμάτιον
αὐτῶν RD--GPM--- αὐτός
οὐκ D--------- οὐ
ἐπαλαιώθησαν VCI-API3P- παλαιόω
καὶ C--------- καί
πόδες N3D-NPM--- πούς
αὐτῶν RD--GPM--- αὐτός
οὐ D--------- οὐ
διερράγησαν VDI-API3P- ῥήγνυμι δια

Neh 9:22
καὶ C--------- καί
ἔδωκας VAI-AAI2S- δίδωμι
αὐτοῖς RD--DPM--- αὐτός
βασιλείας N1A-APF--- βασιλεία
καὶ C--------- καί
λαοὺς N2--APM--- λαός
καὶ C--------- καί
διεμέρισας VAI-AAI2S- μερίζω δια
αὐτοῖς RD--DPM--- αὐτός
καὶ C--------- καί
ἐκληρονόμησαν VAI-AAI3P- κληρονομέω
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
Σηων N---GSM--- Σηων
βασιλέως N3V-GSM--- βασιλεύς
Εσεβων N---GSM--- Εσεβων
καὶ C--------- καί
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
Ωγ N---GSM--- Ωγ
βασιλέως N3V-GSM--- βασιλεύς
τοῦ RA--GSM--- ὁ
Βασαν N---GSM--- Βασαν

Neh 9:23
καὶ C--------- καί
τοὺς RA--APM--- ὁ
υἱοὺς N2--APM--- υἱός
αὐτῶν RD--GPM--- αὐτός
ἐπλήθυνας VAI-AAI2S- πληθύνω
ὡς C--------- ὡς
τοὺς RA--APM--- ὁ
ἀστέρας N3--APM--- ἀστήρ
τοῦ RA--GSM--- ὁ
οὐρανοῦ N2--GSM--- οὐρανός
καὶ C--------- καί
εἰσήγαγες VBI-AAI2S- ἄγω εἰς
αὐτοὺς RD--APM--- αὐτός
εἰς P--------- εἰς
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
ἣν RR--ASF--- ὅς
εἶπας VAI-AAI2S- εἶπον
τοῖς RA--DPM--- ὁ
πατράσιν N3--DPM--- πατήρ
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
ἐκληρονόμησαν VAI-AAI3P- κληρονομέω
αὐτήν RD--ASF--- αὐτός

Neh 9:24
καὶ C--------- καί
ἐξέτριψας VAI-AAI2S- τρίβω ἐκ
ἐνώπιον P--------- ἐνώπιον
αὐτῶν RD--GPM--- αὐτός
τοὺς RA--APM--- ὁ
κατοικοῦντας V2--PAPAPM οἰκέω κατα
τὴν RA--ASF--- ὁ
γῆν N1--ASF--- γῆ
τῶν RA--GPM--- ὁ
Χαναναίων N2--GPM--- Χαναναῖος
καὶ C--------- καί
ἔδωκας VAI-AAI2S- δίδωμι
αὐτοὺς RD--APM--- αὐτός
εἰς P--------- εἰς
τὰς RA--APF--- ὁ
χεῖρας N3--APF--- χείρ
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
τοὺς RA--APM--- ὁ
βασιλεῖς N3V-APM--- βασιλεύς
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
τοὺς RA--APM--- ὁ
λαοὺς N2--APM--- λαός
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ
ποιῆσαι VA--AAN--- ποιέω
αὐτοῖς RD--DPM--- αὐτός
ὡς C--------- ὡς
ἀρεστὸν A1--ASN--- ἀρεστός
ἐνώπιον P--------- ἐνώπιον
αὐτῶν RD--GPM--- αὐτός

Neh 9:25
καὶ C--------- καί
κατελάβοσαν VBI-AAI3P- λαμβάνω κατα
πόλεις N3I-APF--- πόλις
ὑψηλὰς A1--APF--- ὑψηλός
καὶ C--------- καί
ἐκληρονόμησαν VAI-AAI3P- κληρονομέω
οἰκίας N1A-GSF--- οἰκία
πλήρεις A3H-APF--- πλήρης
πάντων A3--GPN--- πᾶς
ἀγαθῶν A1--GPN--- ἀγαθός
λάκκους N2--APM--- λάκκος
λελατομημένους VM--XMPAPM λατομέω
ἀμπελῶνας N3W-APM--- ἀμπελών
καὶ C--------- καί
ἐλαιῶνας N3W-APM--- ἐλαιών
καὶ C--------- καί
πᾶν A3--ASN--- πᾶς
ξύλον N2N-ASN--- ξύλον
βρώσιμον A1B-ASN--- βρώσιμος
εἰς P--------- εἰς
πλῆθος N3E-ASN--- πλῆθος
καὶ C--------- καί
ἐφάγοσαν VBI-AAI3P- ἐσθίω
καὶ C--------- καί
ἐνεπλήσθησαν VSI-API3P- πίμπλημι ἐν
καὶ C--------- καί
ἐλιπάνθησαν VCI-API3P- λιπαίνω
καὶ C--------- καί
ἐτρύφησαν VDI-API3P- τρυφάνω
ἐν P--------- ἐν
ἀγαθωσύνῃ N1--DSF--- ἀγαθωσύνη
σου RP--GS---- σύ
τῇ RA--DSF--- ὁ
μεγάλῃ A1--DSF--- μέγας

Neh 9:26
καὶ C--------- καί
ἤλλαξαν VAI-AAI3P- ἀλλάσσω
καὶ C--------- καί
ἀπέστησαν VHI-AAI3P- ἵστημι ἀπο
ἀπὸ P--------- ἀπό
σοῦ RP--GS---- σύ
καὶ C--------- καί
ἔρριψαν VAI-AAI3P- ῥίπτω
τὸν RA--ASM--- ὁ
νόμον N2--ASM--- νόμος
σου RP--GS---- σύ
ὀπίσω D--------- ὀπίσω
σώματος N3M-GSN--- σῶμα
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
τοὺς RA--APM--- ὁ
προφήτας N1M-APM--- προφήτης
σου RP--GS---- σύ
ἀπέκτειναν VAI-AAI3P- κτείνω ἀπο
οἳ RR--NPM--- ὅς
διεμαρτύραντο VBI-AMI3P- μαρτυρέω δια
ἐν P--------- ἐν
αὐτοῖς RD--DPM--- αὐτός
ἐπιστρέψαι VA--AAN--- στρέφω ἐπι
αὐτοὺς RD--APM--- αὐτός
πρὸς P--------- πρός
σέ RP--AS---- σύ
καὶ C--------- καί
ἐποίησαν VAI-AAI3P- ποιέω
παροργισμοὺς N2--APM--- παροργισμός
μεγάλους A1--APM--- μέγας

Neh 9:27
καὶ C--------- καί
ἔδωκας VAI-AAI2S- δίδωμι
αὐτοὺς RD--APM--- αὐτός
ἐν P--------- ἐν
χειρὶ N3--DSF--- χείρ
θλιβόντων V1--PAPGPM θλίβω
αὐτούς RD--APM--- αὐτός
καὶ C--------- καί
ἔθλιψαν VAI-AAI3P- θλίβω
αὐτούς RD--APM--- αὐτός
καὶ C--------- καί
ἀνεβόησαν VAI-AAI3P- βοάω ἀνα
πρὸς P--------- πρός
σὲ RP--AS---- σύ
ἐν P--------- ἐν
καιρῷ N2--DSM--- καιρός
θλίψεως N3I-GSF--- θλῖψις
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
σὺ RP--NS---- σύ
ἐξ P--------- ἐκ
οὐρανοῦ N2--GSM--- οὐρανός
σου RP--GS---- σύ
ἤκουσας VAI-AAI2S- ἀκούω
καὶ C--------- καί
ἐν P--------- ἐν
οἰκτιρμοῖς N2--DPM--- οἰκτιρμός
σου RP--GS---- σύ
τοῖς RA--DPM--- ὁ
μεγάλοις A1--DPM--- μέγας
ἔδωκας VAI-AAI2S- δίδωμι
αὐτοῖς RD--DPM--- αὐτός
σωτῆρας N3H-APM--- σωτήρ
καὶ C--------- καί
ἔσωσας VAI-AAI2S- σώζω
αὐτοὺς RD--APM--- αὐτός
ἐκ P--------- ἐκ
χειρὸς N3--GSF--- χείρ
θλιβόντων V1--PAPGPM θλίβω
αὐτούς RD--APM--- αὐτός

Neh 9:28
καὶ C--------- καί
ὡς C--------- ὡς
ἀνεπαύσαντο VAI-AMI3P- παύω ἀνα
ἐπέστρεψαν VAI-AAI3P- στρέφω ἐπι
ποιῆσαι VA--AAN--- ποιέω
τὸ RA--ASN--- ὁ
πονηρὸν A1A-ASM--- πονηρός
ἐνώπιόν P--------- ἐνώπιον
σου RP--GS---- σύ
καὶ C--------- καί
ἐγκατέλιπες VBI-AAI2S- λείπω ἐν κατα
αὐτοὺς RD--APM--- αὐτός
εἰς P--------- εἰς
χεῖρας N3--APF--- χείρ
ἐχθρῶν N2--GPM--- ἐχθρός
αὐτῶν RD--GPM--- αὐτός
καὶ C--------- καί
κατῆρξαν VAI-AAI3P- ἄρχω κατα
ἐν P--------- ἐν
αὐτοῖς RD--DPM--- αὐτός
καὶ C--------- καί
πάλιν D--------- πάλιν
ἀνεβόησαν VAI-AAI3P- βοάω ἀνα
πρὸς P--------- πρός
σέ RP--AS---- σύ
καὶ C--------- καί
σὺ RP--NS---- σύ
ἐξ P--------- ἐκ
οὐρανοῦ N2--GSM--- οὐρανός
εἰσήκουσας VAI-AAI2S- ἀκούω εἰς
καὶ C--------- καί
ἐρρύσω VAI-AMI2S- ῥύομαι
αὐτοὺς RD--APM--- αὐτός
ἐν P--------- ἐν
οἰκτιρμοῖς N2--DPM--- οἰκτιρμός
σου RP--GS---- σύ
πολλοῖς A1--DPM--- πολύς

Neh 9:29
καὶ C--------- καί
ἐπεμαρτύρω V2I-IMI1S- μαρτυρέω ἐπι
αὐτοῖς RD--DPM--- αὐτός
ἐπιστρέψαι VA--AAN--- στρέφω ἐπι
αὐτοὺς RD--APM--- αὐτός
εἰς P--------- εἰς
τὸν RA--ASM--- ὁ
νόμον N2--ASM--- νόμος
σου RP--GS---- σύ
καὶ C--------- καί
οὐκ D--------- οὐ
ἤκουσαν VAI-AAI3P- ἀκούω
ἀλλὰ C--------- ἀλλά
ἐν P--------- ἐν
ταῖς RA--DPF--- ὁ
ἐντολαῖς N1--DPF--- ἐντολή
σου RP--GS---- σύ
καὶ C--------- καί
ἐν P--------- ἐν
τοῖς RA--DPN--- ὁ
κρίμασί N3M-DPN--- κρίμα
σου RP--GS---- σύ
ἡμάρτοσαν VBI-AAI3P- ἁμαρτάνω
ἃ RR--APN--- ὅς
ποιήσας VA--AAPNSM ποιέω
αὐτὰ RD--APN--- αὐτός
ἄνθρωπος N2--NSM--- ἄνθρωπος
ζήσεται VF--FMI3S- ζάω
ἐν P--------- ἐν
αὐτοῖς RD--DPN--- αὐτός
καὶ C--------- καί
ἔδωκαν VAI-AAI3P- δίδωμι
νῶτον N2N-ASN--- νῶτον
ἀπειθοῦντα V2--PAPAPM ἀπειθέω
καὶ C--------- καί
τράχηλον N2--ASM--- τράχηλος
αὐτῶν RD--GPM--- αὐτός
ἐσκλήρυναν VAI-AAI3P- σκληρύνω
καὶ C--------- καί
οὐκ D--------- οὐ
ἤκουσαν VAI-AAI3P- ἀκούω

Neh 9:30
καὶ C--------- καί
εἵλκυσας VAI-AAI2S- ἕκλω
ἐπ' P--------- ἐπί
αὐτοὺς RD--APM--- αὐτός
ἔτη N3E-APN--- ἔτος
πολλὰ A1--APN--- πολύς
καὶ C--------- καί
ἐπεμαρτύρω V2I-IMI2S- μαρτυρέω ἐπι
αὐτοῖς RD--DPM--- αὐτός
ἐν P--------- ἐν
πνεύματί N3M-DSN--- πνεῦμα
σου RP--GS---- σύ
ἐν P--------- ἐν
χειρὶ N3--DSF--- χείρ
προφητῶν N1M-GPM--- προφήτης
σου RP--GS---- σύ
καὶ C--------- καί
οὐκ D--------- οὐ
ἠνωτίσαντο VAI-AMI3P- ὠτίζομαι ἐν
καὶ C--------- καί
ἔδωκας VAI-AAI2S- δίδωμι
αὐτοὺς RD--APM--- αὐτός
ἐν P--------- ἐν
χειρὶ N3--DSF--- χείρ
λαῶν N2--GPM--- λαός
τῆς RA--GSF--- ὁ
γῆς N1--GSF--- γῆ

Neh 9:31
καὶ C--------- καί
σὺ RP--NS---- σύ
ἐν P--------- ἐν
οἰκτιρμοῖς N1--DPM--- οἰκτιρμός
σου RP--GS---- σύ
τοῖς RA--DPM--- ὁ
πολλοῖς A1--DPM--- πολύς
οὐκ D--------- οὐ
ἐποίησας VAI-AAI2S- ποιέω
αὐτοὺς RD--APM--- αὐτός
συντέλειαν N1A-ASF--- συντέλεια
καὶ C--------- καί
οὐκ D--------- οὐ
ἐγκατέλιπες VBI-AAI2S- λείπω ἐν κατα
αὐτούς RD--APM--- αὐτός
ὅτι C--------- ὅτι
ἰσχυρὸς A1A-NSM--- ἰσχυρός
εἶ V9--PAI2S- εἰμί
καὶ C--------- καί
ἐλεήμων A3N-NSM--- ἐλεήμων
καὶ C--------- καί
οἰκτίρμων A3N-NSM--- οἰκτίρμων

Neh 9:32
καὶ C--------- καί
νῦν D--------- νῦν
ὁ RA--NSM--- ὁ
θεὸς N2--VSM--- θεός
ἡμῶν RP--GP---- ἐγώ
ὁ RA--VSM--- ὁ
ἰσχυρὸς A1A-VSM--- ἰσχυρός
ὁ RA--VSM--- ὁ
μέγας A1--VSM--- μέγας
ὁ RA--VSM--- ὁ
κραταιὸς A1A-VSM--- κραταιός
καὶ C--------- καί
ὁ RA--VSM--- ὁ
φοβερὸς A1A-VSM--- φοβερός
φυλάσσων V1--PAPNSM φυλάσσω
τὴν RA--ASF--- ὁ
διαθήκην N1--ASF--- διαθήκη
σου RP--GS---- σύ
καὶ C--------- καί
τὸ RA--ASN--- ὁ
ἔλεός N3E-ASN--- ἔλεος
σου RP--GS---- σύ
μὴ D--------- μή
ὀλιγωθήτω VC--APD3S- ὀλιγόω
ἐνώπιόν P--------- ἐνώπιον
σου RP--GS---- σύ
πᾶς A3--NSM--- πᾶς
ὁ RA--NSM--- ὁ
μόχθος N2--NSM--- μόχθος
ὃς RR--NSM--- ὅς
εὗρεν VB--AAI3S- εὑρίσκω
ἡμᾶς RP--AP---- ἐγώ
καὶ C--------- καί
τοὺς RA--APM--- ὁ
βασιλεῖς N3V-NPM--- βασιλεύς
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
τοὺς RA--APM--- ὁ
ἄρχοντας N3--APM--- ἄρχων
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
τοὺς RA--APM--- ὁ
ἱερεῖς N3V-NPM--- ἱερεύς
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
τοὺς RA--APM--- ὁ
προφήτας N1M-APM--- προφήτης
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
τοὺς RA--APM--- ὁ
πατέρας N3--APM--- πατήρ
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
ἐν P--------- ἐν
παντὶ A3--DSM--- πᾶς
τῷ RA--DSM--- ὁ
λαῷ N2--DSM--- λαός
σου RP--GS---- σύ
ἀπὸ P--------- ἀπό
ἡμερῶν N1A-GPF--- ἡμέρα
βασιλέων N3V-GPM--- βασιλεύς
Ασσουρ N---GSM--- Ασσουρ
καὶ C--------- καί
ἕως P--------- ἕως
τῆς RA--GSF--- ὁ
ἡμέρας N1A-GSF--- ἡμέρα
ταύτης RD--GSF--- οὗτος

Neh 9:33
καὶ C--------- καί
σὺ RP--NS---- σύ
δίκαιος A1A-NSM--- δίκαιος
ἐπὶ P--------- ἐπί
πᾶσι A3--DPM--- πᾶς
τοῖς RA--DPM--- ὁ
ἐρχομένοις V1--PMPDPM ἔρχομαι
ἐφ' P--------- ἐπί
ἡμᾶς RP--AP---- ἐγώ
ὅτι C--------- ὅτι
ἀλήθειαν N1A-ASF--- ἀλήθεια
ἐποίησας VAI-AAI2S- ποιέω
καὶ C--------- καί
ἡμεῖς RP--NP---- ἐγώ
ἐξημάρτομεν VBI-AAI1P- ἁμαρτάνω ἐκ

Neh 9:34
καὶ C--------- καί
οἱ RA--NPM--- ὁ
βασιλεῖς N3V-NPM--- βασιλεύς
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ἄρχοντες N3--NPM--- ἄρχων
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
ἱερεῖς N3V-NPM--- ἱερεύς
ἡμῶν RP--GP---- ἐγώ
καὶ C--------- καί
οἱ RA--NPM--- ὁ
πατέρες N3--NPM--- πατήρ
ἡμῶν RP--GP---- ἐγώ
οὐκ D--------- οὐ
ἐποίησαν VAI-AAI3P- ποιέω
τὸν RA--ASM--- ὁ
νόμον N2--ASM--- νόμος
σου RP--GS---- σύ
καὶ C--------- καί
οὐ D--------- οὐ
προσέσχον VBI-AAI3P- ἔχω προς
τῶν RA--GPM--- ὁ
ἐντολῶν N1--GPF--- ἐντολή
σου RP--GS---- σύ
καὶ C--------- καί
τὰ RA--APN--- ὁ
μαρτύριά N2N-APN--- μαρτύριον
σου RP--GS---- σύ
ἃ RR--APN--- ὅς
διεμαρτύρω V2I-IMI2S- μαρτυρέω δια
αὐτοῖς RD--DPM--- αὐτός

Neh 9:35
καὶ C--------- καί
αὐτοὶ RD--NPM--- αὐτός
ἐν P--------- ἐν
βασιλείᾳ N1A-DSF--- βασιλεία
σου RP--GS---- σύ
καὶ C--------- καί
ἐν P--------- ἐν
ἀγαθωσύνῃ N1--DSF--- ἀγαθωσύνη
σου RP--GS---- σύ
τῇ RA--DSF--- ὁ
πολλῇ A1--DSF--- πολύς
ᾗ RR--DSF--- ὅς
ἔδωκας VAI-AAI2S- δίδωμι
αὐτοῖς RD--DPM--- αὐτός
καὶ C--------- καί
ἐν P--------- ἐν
τῇ RA--DSF--- ὁ
γῇ N1--DSF--- γῆ
τῇ RA--DSF--- ὁ
πλατείᾳ A3U-DSF--- πλατύς
καὶ C--------- καί
λιπαρᾷ A1A-DSF--- λιπαρός
ᾗ RR--DSF--- ὅς
ἔδωκας VAI-AAI2S- δίδωμι
ἐνώπιον P--------- ἐνώπιον
αὐτῶν RD--GPM--- αὐτός
οὐκ D--------- οὐ
ἐδούλευσάν VAI-AAI3P- δουλεύω
σοι RP--DS---- σύ
καὶ C--------- καί
οὐκ D--------- οὐ
ἀπέστρεψαν VAI-AAI3P- στρέφω ἀπο
ἀπὸ P--------- ἀπό
ἐπιτηδευμάτων N3M-GPN--- ἐπιτήδευμα
αὐτῶν RD--GPN--- αὐτός
τῶν RA--GPN--- ὁ
πονηρῶν A1A-GPN--- πονηρός

Neh 9:36
ἰδού I--------- ἰδού
ἐσμεν V9--PAI1P- εἰμί
σήμερον D--------- σήμερον
δοῦλοι N2--NPM--- δοῦλος
καὶ C--------- καί
ἡ RA--NSF--- ὁ
γῆ N1--NSF--- γῆ
